current_time,domain,bd_index,reverse_index,chinese,url,illegal,pan_analysis,sgsr
2016-03-24,dgbaolai56.com,1,1,english,,正常,正常,1
2016-03-24,dgbohai.com,0,0,no_language,,正常,正常,1
2016-03-24,dffl9898.cn,0,0,no_language,,正常,正常,1
2016-03-24,cyjtad.com.cn,0,0,no_language,,正常,正常,1
2016-03-24,danelu.com.cn,0,0,no_language,,正常,正常,1
2016-03-24,cisayo.cn,0,0,no_language,,正常,正常,1
2016-03-24,bjgyrd.cn,0,0,no_language,,正常,正常,1
2016-03-24,cfkq1.com,0,0,no_language,,正常,正常,1
2016-03-24,dgbaobaowo.com,0,0,no_language,,正常,正常,1
2016-03-24,chinamddz.cn,0,0,no_language,,正常,正常,1
2016-03-24,ddlzr.com.cn,0,0,no_language,,正常,正常,1
2016-03-24,cnduzhong.com,0,0,no_language,,正常,正常,1
2016-03-24,aoxuan.net.cn,0,0,no_language,,正常,正常,1
2016-03-24,dg-pdg.com,0,0,no_language,,正常,正常,1
2016-03-24,cnjahoo.cn,0,0,no_language,,正常,正常,1
2016-03-24,bestjib.com,0,0,no_language,,正常,正常,1
2016-03-24,cnguoxu.com,0,0,no_language,,正常,正常,3
2016-03-24,cnfjsxt.com.cn,0,0,no_language,,正常,正常,1
2016-03-24,cn-dtv.com,0,0,no_language,,正常,正常,1
2016-03-24,chinappic.com,0,0,no_language,,正常,正常,1
2016-03-24,cnfag.cn,1,1,chinese,,正常,正常,1
2016-03-24,dgchenfeng.cn,1,1,chinese,,包含违禁词,正常,1
2016-03-24,chifengcs.com,414,10,chinese,,包含违禁词,泛解析,1
2016-03-24,dganhua88.cn,0,0,no_language,,正常,正常,1
2016-03-24,ciisunel.com,0,0,no_language,,正常,正常,1
2016-03-24,cnhko.cn,0,0,no_language,,正常,正常,1
2016-03-24,cndsyd.com.cn,29,10,chinese,,包含违禁词,正常,1
2016-03-24,bl-txqs.com,0,0,no_language,,正常,正常,1
2016-03-24,dd-dz.cn,0,0,no_language,,正常,正常,1
2016-03-24,baoxyqbao.cn,0,0,no_language,,正常,正常,1
2016-03-24,dgct168.com,0,0,no_language,,正常,正常,1
2016-03-24,dg-ja.cn,1,1,english,,正常,正常,1
2016-03-24,cnnbsl.com,0,0,no_language,,正常,正常,1
2016-03-24,cnjiade.com,0,0,no_language,,正常,正常,1
2016-03-24,cnhonhyv.com,0,0,no_language,,正常,正常,1
2016-03-24,cxsanyi.com,0,0,no_language,,正常,正常,1
2016-03-24,dggongyuan.cn,0,0,no_language,,正常,正常,1
2016-03-24,cdcyyq.com.cn,0,0,no_language,,正常,正常,1
2016-03-24,dfjnjt.com,0,0,no_language,,正常,正常,2
2016-03-24,dgda0815.cn,0,0,no_language,,正常,正常,1
2016-03-24,dgdonf.com,0,0,no_language,,正常,正常,2
2016-03-24,dgctx.com.cn,0,0,no_language,,正常,正常,1
2016-03-24,DGherun.com,0,0,no_language,,正常,正常,1
2016-03-24,cnkbo.cn,0,0,no_language,,正常,正常,1
2016-03-24,dghaihaowj.com,0,0,no_language,,正常,正常,1
2016-03-24,dfh2008.com,0,0,no_language,,正常,正常,2
2016-03-24,dfqcbl.cn,0,0,no_language,,正常,正常,1
2016-03-24,dgdaxing.cn,0,0,no_language,,正常,正常,1
2016-03-24,dgchuangx.com,0,0,no_language,,正常,正常,1
2016-03-24,cntzygy.com,0,0,no_language,,正常,正常,1
2016-03-24,cnwhzy.com,3,3,chinese,,包含违禁词,正常,1
2016-03-24,dalianaode.cn,0,0,no_language,,正常,正常,1
2016-03-24,cn-heyi.com,0,0,no_language,,正常,正常,1
2016-03-24,dgdongchen.com,0,0,no_language,,正常,正常,1
2016-03-24,dfgswuwei.com,0,0,no_language,,正常,正常,1
2016-03-24,buyhouse88.com,0,0,no_language,,正常,正常,1
2016-03-24,dghongpeng.cn,0,0,no_language,,正常,正常,1
2016-03-24,dghaorong.com,205,10,chinese,,包含违禁词,泛解析,1
2016-03-24,dekesuji.com,0,0,no_language,,正常,正常,1
2016-03-24,cys888.net,0,0,no_language,,正常,正常,1
2016-03-24,cnmsgy.com.cn,1,1,english,,包含违禁词,正常,1
2016-03-24,bxgxian.com,0,0,no_language,,正常,正常,1
2016-03-24,cnyugui.com,0,0,no_language,,正常,正常,1
2016-03-24,cshx168.com.cn,0,0,no_language,,正常,正常,1
2016-03-24,delmas.net.cn,0,0,no_language,,正常,正常,1
2016-03-24,dghys.com.cn,0,0,no_language,,正常,正常,1
2016-03-24,dalianty.com,0,0,no_language,,正常,正常,1
2016-03-24,dgbangyan.com,0,0,no_language,,正常,正常,1
2016-03-24,dgcgfs.com,0,0,no_language,,正常,正常,1
2016-03-24,dgdingyu168.cn,1,1,english,,正常,正常,1
2016-03-24,cnzqxb.com,0,0,no_language,,正常,正常,1
2016-03-24,dgbzl.com.cn,0,0,no_language,,正常,正常,1
2016-03-24,csyunhang.com,0,0,no_language,,正常,正常,1
2016-03-24,cndhdoors.com,0,0,no_language,,正常,正常,1
2016-03-24,boyufoods.cn,0,0,no_language,,正常,正常,1
2016-03-24,dgjclp.com,1,1,chinese,,正常,正常,1
2016-03-24,dgdgvid.com,0,0,no_language,,正常,正常,1
2016-03-24,dghonghai.net,0,0,no_language,,正常,正常,1
2016-03-24,cnjfhg.com,1,1,english,,正常,正常,1
2016-03-24,cndronne.com,0,0,no_language,,正常,正常,1
2016-03-24,cnvinsetol.com,0,0,no_language,,正常,正常,1
2016-03-24,cnkinotm.com,0,0,no_language,,正常,正常,1
2016-03-24,china-hxy.com,0,0,no_language,,正常,正常,1
2016-03-24,dgjfgy.com,0,0,no_language,,正常,正常,1
2016-03-24,cluantv.com,0,0,no_language,,正常,正常,1
2016-03-24,dg-baby.com,0,0,no_language,,正常,正常,1
2016-03-24,czxtyfm.com,0,0,no_language,,正常,正常,1
2016-03-24,dgbfbly.com,0,0,no_language,,正常,正常,1
2016-03-24,cnsams.com,0,0,no_language,,正常,正常,1
2016-03-24,come138.cn,0,0,no_language,,正常,正常,1
2016-03-24,dghbe.com,1,1,chinese,,包含违禁词,正常,1
2016-03-24,cstcert.com,0,0,no_language,,正常,正常,1
2016-03-24,dgbanye.cn,0,0,no_language,,正常,正常,1
2016-03-24,cnccvc.com,10,10,chinese,,包含违禁词,正常,1
2016-03-24,dgjc168tx.cn,0,0,no_language,,正常,正常,1
2016-03-24,dghzsring.cn,0,0,no_language,,正常,正常,1
2016-03-24,csjpkt.com,0,0,no_language,,正常,正常,1
2016-03-24,cn-jade.com,0,0,no_language,,正常,正常,1
2016-03-24,dgjxmj.cn,0,0,no_language,,正常,正常,1
2016-03-24,dghuaoxj.com,0,0,no_language,,正常,正常,1
2016-03-24,dgmengmeisi.cn,0,0,no_language,,正常,正常,2
2016-03-24,cosubo.com.cn,0,0,no_language,,正常,正常,1
2016-03-24,colbar168.cn,0,0,no_language,,正常,正常,1
2016-03-24,dgkssj.com,0,0,no_language,,正常,正常,2
2016-03-24,daier-tech.com,0,0,no_language,,正常,正常,1
2016-03-24,chlzmeter.com,0,0,no_language,,正常,正常,1
2016-03-24,dgmlml.com,0,0,no_language,,正常,正常,1
2016-03-24,dgheduo.com,0,0,no_language,,正常,正常,1
2016-03-24,dgganyue.com,1,1,chinese,,包含违禁词,正常,1
2016-03-24,dgkete.cn,0,0,no_language,,正常,正常,1
2016-03-24,cydyyy.com,0,0,no_language,,正常,正常,1
2016-03-24,bpqonline.com,2,2,chinese,,正常,正常,1
2016-03-24,dginoue.com,0,0,no_language,,正常,正常,2
2016-03-24,dgchouyang.com,71,10,chinese,,包含违禁词,泛解析,1
2016-03-24,cnmotin.com,0,0,no_language,,正常,正常,1
2016-03-24,clsbearing.com,1,1,english,,正常,正常,1
2016-03-24,dglc99.com,0,0,no_language,,正常,正常,1
2016-03-24,dgjjjl.cn,0,0,no_language,,正常,正常,1
2016-03-24,dgpaint.com.cn,0,0,no_language,,正常,正常,1
2016-03-24,dequn56.com,0,0,no_language,,正常,正常,1
2016-03-24,dgjiafeng88.cn,0,0,no_language,,正常,正常,1
2016-03-24,dgqingkang.com,0,0,no_language,,正常,正常,1
2016-03-24,dgqy88.com.cn,1,1,english,,正常,正常,1
2016-03-24,dddopaint.com,0,0,no_language,,正常,正常,2
2016-03-24,dgrcjm.com,0,0,no_language,,正常,正常,1
2016-03-24,dgwyzk.com,0,0,no_language,,正常,正常,1
2016-03-24,dgmiyuan.com,0,0,no_language,,正常,正常,2
2016-03-24,dgshalong.com,0,0,no_language,,正常,正常,1
2016-03-24,chinaoshow.cn,0,0,no_language,,正常,正常,1
2016-03-24,dgxindalu.cn,0,0,no_language,,正常,正常,1
2016-03-24,dgtelcool.com,0,0,no_language,,正常,正常,1
2016-03-24,delikebang.com,1,1,english,,正常,正常,2
2016-03-24,dgb8js.cn,0,0,no_language,,正常,正常,1
2016-03-24,daweichina.net,0,0,no_language,,正常,正常,1
2016-03-24,dgtebao.cn,0,0,no_language,,正常,正常,1
2016-03-24,dgyinhe.com.cn,0,0,no_language,,正常,正常,1
2016-03-24,dgyujie168.cn,0,0,no_language,,正常,正常,1
2016-03-24,dghdjt.cn,0,0,no_language,,正常,正常,1
2016-03-24,dg-xinyi.com,1,1,english,,正常,正常,1
2016-03-24,dg-hongming.cn,0,0,no_language,,正常,正常,1
2016-03-24,bzys365.cn,0,0,no_language,,正常,正常,1
2016-03-24,dg-yongjin.com,0,0,no_language,,正常,正常,1
2016-03-24,dgzhonghai.cn,1,1,english,,正常,正常,1
2016-03-24,dgmaosheng.com,0,0,no_language,,正常,正常,1
2016-03-24,desuntools.com,1,1,english,,正常,正常,1
2016-03-24,dgzzsj.com,3,3,english,,包含违禁词,泛解析,1
2016-03-24,dg-fd.cn,1,1,english,,正常,正常,1
2016-03-24,dhsx168.com,0,0,no_language,,正常,正常,1
2016-03-24,dgatkj.com,0,0,no_language,,正常,正常,1
2016-03-24,dhsticker.com,0,0,no_language,,正常,正常,1
2016-03-24,dgxinhe.com.cn,3,3,chinese,,包含违禁词,泛解析,1
2016-03-24,dghaofa.com.cn,0,0,no_language,,正常,正常,1
2016-03-24,dgtaike.com,0,0,no_language,,正常,正常,1
2016-03-24,dglfal.com.cn,0,0,no_language,,正常,正常,1
2016-03-24,dgnoper.com,0,0,no_language,,正常,正常,1
2016-03-24,boshizl.com,0,0,no_language,,正常,正常,1
2016-03-24,dgwenyuan.com,1,1,chinese,,正常,正常,1
2016-03-24,diaosu8.net,0,0,no_language,,正常,正常,1
2016-03-24,dgvicon.com,0,0,no_language,,正常,正常,1
2016-03-24,dgechen.com.cn,0,0,no_language,,正常,正常,1
2016-03-24,dgyutao.com,1,1,english,,正常,正常,1
2016-03-24,diyiyancs.cn,0,0,no_language,,正常,正常,1
2016-03-24,damyida.cn,0,0,no_language,,正常,正常,1
2016-03-24,dgjuneng.com,0,0,no_language,,正常,正常,1
2016-03-24,dgxssp.com.cn,0,0,no_language,,正常,正常,1
2016-03-24,dgxglp.com,0,0,no_language,,正常,正常,1
2016-03-24,dgqdys.com,0,0,no_language,,正常,正常,1
2016-03-24,dgzyfc.cn,0,0,no_language,,正常,正常,1
2016-03-24,dgcmkj.com,0,0,no_language,,正常,正常,1
2016-03-24,dftansman.com,0,0,no_language,,正常,正常,1
2016-03-24,cnyuji.cn,0,0,no_language,,正常,正常,1
2016-03-24,dgcj66.com,0,0,no_language,,正常,正常,1
2016-03-24,dghmtx.com,0,0,no_language,,正常,正常,3
2016-03-24,dijia-led.com,1,1,chinese,,正常,正常,1
2016-03-24,dingfenghk.com,0,0,no_language,,正常,正常,1
2016-03-24,diweisport.com,1,1,chinese,,包含违禁词,正常,1
2016-03-24,dgadf.com,0,0,no_language,,正常,正常,1
2016-03-24,dgcbpower.com,0,0,no_language,,正常,正常,1
2016-03-24,dbkpa.cn,0,0,no_language,,正常,正常,1
2016-03-24,dglsgy.com,0,0,no_language,,正常,正常,1
2016-03-24,dgcdwj.com.cn,0,0,no_language,,正常,正常,1
2016-03-24,bzshenglong.cn,0,0,no_language,,正常,正常,1
2016-03-24,dinlinhua.cn,0,0,no_language,,正常,正常,1
2016-03-24,dfjdwy.com,0,0,no_language,,正常,正常,1
2016-03-24,cszhlj.com,1,1,chinese,,正常,正常,1
2016-03-24,DGyuequan.com,0,0,no_language,,正常,正常,1
2016-03-24,dgpengyuan.com,0,0,no_language,,正常,正常,1
2016-03-24,dgjianpeng.com,0,0,no_language,,正常,正常,1
2016-03-24,dgxinda.net,0,0,no_language,,正常,正常,1
2016-03-24,conntop.com,1,1,english,,正常,正常,1
2016-03-24,dl-honor.com,0,0,no_language,,正常,正常,1
2016-03-24,dehongtrade.cn,0,0,no_language,,正常,正常,1
2016-03-24,dgjinchen.com,1,1,english,,正常,正常,1
2016-03-24,dgkeliang.com,0,0,no_language,,正常,正常,1
2016-03-24,dgshidai.com,0,0,no_language,,正常,正常,2
2016-03-24,daily315.com,0,0,no_language,,正常,正常,1
2016-03-24,dgfdj.com.cn,0,0,no_language,,正常,正常,1
2016-03-24,dhdljm.com,0,0,no_language,,正常,正常,1
2016-03-24,dgrhzl.com,0,0,no_language,,正常,正常,1
2016-03-24,dgltsy.com,0,0,no_language,,正常,正常,1
2016-03-24,diweiled.com,0,0,no_language,,正常,正常,1
2016-03-24,dgrdkj.com,0,0,no_language,,正常,正常,1
2016-03-24,dgsanding.cn,1,1,english,,正常,正常,1
2016-03-24,dgbenyao.cn,0,0,no_language,,正常,正常,1
2016-03-24,dgtowin.com,0,0,no_language,,正常,正常,1
2016-03-24,dghxjx.com.cn,0,0,no_language,,正常,正常,1
2016-03-24,dgxuyan88.com,0,0,no_language,,正常,正常,1
2016-03-24,dgjfqw.com,0,0,no_language,,正常,正常,1
2016-03-24,dfqcby.cn,0,0,no_language,,正常,正常,1
2016-03-24,dgshanze.net,1,1,english,,正常,正常,1
2016-03-24,dghengda88.com,1,1,english,,正常,正常,1
2016-03-24,cn-rlmould.cn,0,0,no_language,,正常,正常,1
2016-03-24,csaoma.com,7,7,chinese,,包含违禁词,泛解析,4
2016-03-24,coolgui.cn,0,0,no_language,,正常,正常,1
2016-03-24,dgydzg.cn,0,0,no_language,,正常,正常,1
2016-03-24,cxhuiying.com,0,0,no_language,,正常,正常,1
2016-03-24,cnsycw.cn,0,0,no_language,,正常,正常,2
2016-03-24,dgjyfwl.com,0,0,no_language,,正常,正常,1
2016-03-24,djknfjx.com,0,0,no_language,,正常,正常,1
2016-03-24,dfsycjy.com,0,0,no_language,,正常,正常,1
2016-03-24,desonled.com,0,0,no_language,,正常,正常,1
2016-03-24,dhgdpf.com,42,10,chinese,,包含违禁词,泛解析,1
2016-03-24,dl-huayi17.com,0,0,no_language,,正常,正常,1
2016-03-24,dgxiede.com,23,10,chinese,,正常,正常,1
2016-03-24,cqfuel.com.cn,0,0,no_language,,正常,正常,1
2016-03-24,cstianlu.com,0,0,no_language,,正常,正常,1
2016-03-24,covlov.com.cn,760,10,chinese,,包含违禁词,泛解析,1
2016-03-24,dgzhien.com.cn,1,1,english,,正常,正常,1
2016-03-24,cshewei88.com,0,0,no_language,,正常,正常,1
2016-03-24,csjh108.com,0,0,no_language,,正常,正常,1
2016-03-24,chuangxd.com,0,0,no_language,,正常,正常,1
2016-03-24,cr-antenna.com,0,0,no_language,,正常,正常,1
2016-03-24,csjmsy.com.cn,0,0,no_language,,正常,正常,1
2016-03-24,dgjg668.com,0,0,no_language,,正常,正常,1
2016-03-24,cross1949.cn,0,0,no_language,,正常,正常,1
2016-03-24,deyuekj.com,0,0,no_language,,正常,正常,1
2016-03-24,cocojin99.cn,0,0,no_language,,正常,正常,1
2016-03-24,csxykj.net,1,1,chinese,,包含违禁词,正常,1
2016-03-24,cschizhong.com,0,0,no_language,,正常,正常,1
2016-03-24,dftqgs.com,0,0,no_language,,正常,正常,1
2016-03-24,cshwxh.com,1,1,chinese,,正常,正常,1
2016-03-24,cshdpump.cn,0,0,no_language,,正常,正常,1
2016-03-24,4009011.com,0,0,no_language,,正常,正常,1
2016-03-24,dl-glass.cn,0,0,no_language,,正常,正常,1
2016-03-24,csgzzn.com,0,0,no_language,,正常,正常,1
2016-03-24,cs-sj.net.cn,0,0,no_language,,正常,正常,1
2016-03-24,dhshaxian.com,0,0,no_language,,正常,正常,1
2016-03-24,diping88.com,0,0,no_language,,正常,正常,3
2016-03-24,diaosu-hn.com,0,0,no_language,,正常,正常,1
2016-03-24,dl-steel.com,0,0,no_language,,正常,正常,1
2016-03-24,chniakaima.com,0,0,no_language,,正常,正常,1
2016-03-24,dhtzqs.com,0,0,no_language,,正常,正常,1
2016-03-24,djsujiao168.cn,0,0,no_language,,正常,正常,1
2016-03-24,cs-gmxs.com,0,0,no_language,,正常,正常,1
2016-03-24,dgzhenhe.cn,0,0,no_language,,正常,正常,1
2016-03-24,csroen.cn,0,0,no_language,,正常,正常,1
2016-03-24,csbaoruyi.cn,0,0,no_language,,正常,正常,1
2016-03-24,dgsdhg.net.cn,0,0,no_language,,正常,正常,1
2016-03-24,csyongjian.com,1,1,chinese,,正常,正常,1
2016-03-24,dlaike.com.cn,0,0,no_language,,正常,正常,1
2016-03-24,bzxianjiang.cn,0,0,no_language,,正常,正常,1
2016-03-24,dgsanli.com.cn,0,0,no_language,,正常,正常,1
2016-03-24,cqgdao.cn,0,0,no_language,,正常,正常,1
2016-03-24,cnsali.com,0,0,no_language,,正常,正常,1
2016-03-24,csxingwei.com,0,0,no_language,,正常,正常,1
2016-03-24,dd-sz.com,1,1,english,,正常,正常,1
2016-03-24,csjtcyl.com,0,0,no_language,,正常,正常,1
2016-03-24,cscwcg.com,0,0,no_language,,正常,正常,1
2016-03-24,dghxgy.com,1,1,chinese,,包含违禁词,正常,1
2016-03-24,didunmenye.cn,0,0,no_language,,正常,正常,1
2016-03-24,dghfjx.com.cn,0,0,no_language,,正常,正常,1
2016-03-24,dghaihao.cn,0,0,no_language,,正常,正常,1
2016-03-24,bkdbattery.com,0,0,no_language,,正常,正常,1
2016-03-24,cszhen.com,0,0,no_language,,正常,正常,1
2016-03-24,djngke.com,0,0,no_language,,正常,正常,1
2016-03-24,dgmic.cn,0,0,no_language,,正常,正常,1
2016-03-24,dgyonghen.com,0,0,no_language,,正常,正常,1
2016-03-24,dgmjgc18.cn,0,0,no_language,,正常,正常,1
2016-03-24,dgjsgc.com.cn,2,2,chinese,,正常,正常,1
2016-03-24,dgehes.com,0,0,no_language,,正常,正常,1
2016-03-24,dl-hymj.com,0,0,no_language,,正常,正常,1
2016-03-24,dgxuming.com,0,0,no_language,,正常,正常,1
2016-03-24,btwchina.cn,1,1,english,,正常,正常,1
2016-03-24,csjaifu.net,0,0,no_language,,正常,正常,1
2016-03-24,cslvyun.com,0,0,no_language,,正常,正常,1
2016-03-24,ctryp.cn,0,0,no_language,,正常,正常,1
2016-03-24,csyljc.com,0,0,no_language,,正常,正常,1
2016-03-24,dgwantong.net,0,0,no_language,,正常,正常,1
2016-03-24,cntianjia.com,0,0,no_language,,正常,正常,1
2016-03-24,dajing888.cn,0,0,no_language,,正常,正常,1
2016-03-24,cwled.net.cn,0,0,no_language,,正常,正常,1
2016-03-24,cdjulian.com,0,0,no_language,,正常,正常,1
2016-03-24,aipinke2009.cn,0,0,no_language,,正常,正常,1
2016-03-24,dl-mk.com,1,1,english,,正常,正常,1
2016-03-24,cztjlh.com,0,0,no_language,,正常,正常,1
2016-03-24,cx-scale.com,0,0,no_language,,正常,正常,1
2016-03-24,csjyjj.cn,0,0,no_language,,正常,正常,1
2016-03-24,dgqt168.com.cn,0,0,no_language,,正常,正常,1
2016-03-24,cwpig.com,0,0,no_language,,正常,正常,1
2016-03-24,cyhsjxzz.cn,0,0,no_language,,正常,正常,1
2016-03-24,czruixing.cn,0,0,no_language,,正常,正常,1
2016-03-24,dl-bni.com,0,0,no_language,,正常,正常,1
2016-03-24,dlbecks.com,0,0,no_language,,正常,正常,1
2016-03-24,csbojia.cn,0,0,no_language,,正常,正常,1
2016-03-24,cxtmaoyi.com,1,1,chinese,,正常,正常,1
2016-03-24,dbhuaming.com,0,0,no_language,,正常,正常,1
2016-03-24,dlaino.com,0,0,no_language,,正常,正常,1
2016-03-24,dgyangjie.com,0,0,no_language,,正常,正常,1
2016-03-24,cn-xingqun.com,0,0,no_language,,正常,正常,1
2016-03-24,diobattery.com,0,0,no_language,,正常,正常,1
2016-03-24,czkhzz.cn,0,0,no_language,,正常,正常,1
2016-03-24,cnctyg.com,0,0,no_language,,正常,正常,2
2016-03-24,cszdjz.com,0,0,no_language,,正常,正常,1
2016-03-24,dgyama.com,0,0,no_language,,正常,正常,1
2016-03-24,dlblgm.com,0,0,no_language,,正常,正常,1
2016-03-24,czjlgj.cn,0,0,no_language,,正常,正常,1
2016-03-24,dlanjule.com,0,0,no_language,,正常,正常,1
2016-03-24,bjaxgkzhz.com,0,0,no_language,,正常,正常,1
2016-03-24,dgylgs.cn,1,1,english,,正常,正常,1
2016-03-24,dl-qianxi.com,0,0,no_language,,正常,正常,1
2016-03-24,dlbaili.net.cn,0,0,no_language,,正常,正常,1
2016-03-24,dlalhx.com,0,0,no_language,,正常,正常,1
2016-03-24,dldeke.com,0,0,no_language,,正常,正常,1
2016-03-24,dlboloni.com,0,0,no_language,,正常,正常,1
2016-03-24,dgleesa.com,0,0,no_language,,正常,正常,1
2016-03-24,dlhtwfb.com,0,0,no_language,,正常,正常,1
2016-03-24,csmyjj.com,1,1,chinese,,正常,正常,1
2016-03-24,dllxyj.com,0,0,no_language,,正常,正常,1
2016-03-24,dljczn.com.cn,0,0,no_language,,正常,正常,1
2016-03-24,dlhoyo.cn,0,0,no_language,,正常,正常,1
2016-03-24,dgzixin.cn,0,0,no_language,,正常,正常,1
2016-03-24,dlqingda.cn,0,0,no_language,,正常,正常,1
2016-03-24,dlminglian.com,0,0,no_language,,正常,正常,1
2016-03-24,dlkinli.com,0,0,no_language,,正常,正常,1
2016-03-24,dlnfcp.cn,0,0,no_language,,正常,正常,1
2016-03-24,cslyslhg.cn,0,0,no_language,,正常,正常,1
2016-03-24,dlhdtr.com,0,0,no_language,,正常,正常,1
2016-03-24,dljucheng.cn,0,0,no_language,,正常,正常,1
2016-03-24,dldongyue.net,0,0,no_language,,正常,正常,1
2016-03-24,dljuno.com,0,0,no_language,,正常,正常,1
2016-03-24,dldxbz.cn,0,0,no_language,,正常,正常,1
2016-03-24,dlliangrui.com,0,0,no_language,,正常,正常,1
2016-03-24,dlshtz.com,0,0,no_language,,正常,正常,1
2016-03-24,dlabzd.cn,1,1,english,,正常,正常,1
2016-03-24,csjinh.com,1,1,chinese,,正常,正常,1
2016-03-24,dltonghui.cn,0,0,no_language,,正常,正常,1
2016-03-24,dljinyu.com,0,0,no_language,,正常,正常,1
2016-03-24,dhxyjj.com.cn,0,0,no_language,,正常,正常,1
2016-03-24,dllysj.cn,0,0,no_language,,正常,正常,1
2016-03-24,dlhrds.com,0,0,no_language,,正常,正常,1
2016-03-24,dlshunhe.com,0,0,no_language,,正常,正常,1
2016-03-24,dlosjd.com,0,0,no_language,,正常,正常,1
2016-03-24,dldyny.cn,0,0,no_language,,正常,正常,1
2016-03-24,dltape.com,1,1,chinese,,正常,正常,1
2016-03-24,csxcfj.cn,0,0,no_language,,正常,正常,1
2016-03-24,cxytdq.com,1,1,chinese,,正常,正常,1
2016-03-24,dl-wl.com,1,1,chinese,,正常,正常,1
2016-03-24,dlhshjx.com.cn,0,0,no_language,,正常,正常,1
2016-03-24,aijia024.com,0,0,no_language,,正常,正常,1
2016-03-24,bztfhj.com,0,0,no_language,,正常,正常,1
2016-03-24,cslxcatv.com,0,0,no_language,,正常,正常,1
2016-03-24,dlgear.cn,0,0,no_language,,正常,正常,1
2016-03-24,dljinwo.com,30,10,chinese,,包含违禁词,正常,1
2016-03-24,dlymsc.cn,0,0,no_language,,正常,正常,1
2016-03-24,dlccae.cn,0,0,no_language,,正常,正常,1
2016-03-24,dlhybj.cn,0,0,no_language,,正常,正常,1
2016-03-24,dljujiang.com,0,0,no_language,,正常,正常,1
2016-03-24,dljiaxing.com,0,0,no_language,,正常,正常,1
2016-03-24,dljixin.cn,1,1,english,,正常,正常,1
2016-03-24,dlhuihong.cn,0,0,no_language,,正常,正常,1
2016-03-24,dljinyi888.cn,0,0,no_language,,正常,正常,1
2016-03-24,dlhr888.com.cn,0,0,no_language,,正常,正常,1
2016-03-24,dlchengli.com,0,0,no_language,,正常,正常,1
2016-03-24,dccargo.com.cn,0,0,no_language,,正常,正常,1
2016-03-24,dlyezhan.com,2,2,chinese,,正常,正常,3
2016-03-24,dlcopper.cn,0,0,no_language,,正常,正常,1
2016-03-24,dldongyu.cn,0,0,no_language,,正常,正常,2
2016-03-24,dlqfs.com.cn,0,0,no_language,,正常,正常,3
2016-03-24,dl-bl.com,0,0,no_language,,正常,正常,1
2016-03-24,dlhuasu.cn,0,0,no_language,,正常,正常,1
2016-03-24,dlxjs.com.cn,0,0,no_language,,正常,正常,1
2016-03-24,dlwzmy.com,1,1,chinese,,正常,正常,1
2016-03-24,dgdsyb.com,0,0,no_language,,正常,正常,1
2016-03-24,dingyeah.com,1,1,chinese,,包含违禁词,正常,1
2016-03-24,dl-belong.com,0,0,no_language,,正常,正常,1
2016-03-24,dlrishang.cn,0,0,no_language,,正常,正常,1
2016-03-24,dlyingfa.cn,0,0,no_language,,正常,正常,1
2016-03-24,dblyjt.com,0,0,no_language,,正常,正常,1
2016-03-24,dl-bgest.cn,0,0,no_language,,正常,正常,1
2016-03-24,dlxiangrong.cn,0,0,no_language,,正常,正常,1
2016-03-24,cswcdl.com,1,1,chinese,,包含违禁词,正常,1
2016-03-24,cubeauty.com,0,0,no_language,,正常,正常,1
2016-03-24,dltaisheng.com,0,0,no_language,,正常,正常,1
2016-03-24,dlhuihuang.com,0,0,no_language,,正常,正常,1
2016-03-24,dlyujie.com,0,0,no_language,,正常,正常,1
2016-03-24,didongshun.com,0,0,no_language,,正常,正常,1
2016-03-24,dlhengshen.cn,0,0,no_language,,正常,正常,1
2016-03-24,dl-liheng.com,0,0,no_language,,正常,正常,1
2016-03-24,dlmyqy.net,0,0,no_language,,正常,正常,1
2016-03-24,czochian.cn,0,0,no_language,,正常,正常,1
2016-03-24,dl-mz.com,0,0,no_language,,正常,正常,1
2016-03-24,bjhtgc.com,0,0,no_language,,正常,正常,2
2016-03-24,dljisu.com,1,1,chinese,,包含违禁词,正常,1
2016-03-24,dgmorre.com,0,0,no_language,,正常,正常,1
2016-03-24,dh7203120.com,0,0,no_language,,正常,正常,1
2016-03-24,dlaxjmyxgs.cn,0,0,no_language,,正常,正常,1
2016-03-24,daobaotech.com,0,0,no_language,,正常,正常,1
2016-03-24,daomeiren.cn,1,1,chinese,,正常,正常,1
2016-03-24,czduli.com,1,1,english,,正常,正常,1
2016-03-24,dihaogps.com,1,1,english,,正常,正常,1
2016-03-24,dlruian.cn,0,0,no_language,,正常,正常,1
2016-03-24,dlfenghua.com,0,0,no_language,,正常,正常,1
2016-03-24,dbjsqc.com,0,0,no_language,,正常,正常,1
2016-03-24,dl-sml.com.cn,0,0,no_language,,正常,正常,1
2016-03-24,dlyite.cn,0,0,no_language,,正常,正常,1
2016-03-24,changxinsz.cn,0,0,no_language,,正常,正常,1
2016-03-24,cshengling.com,0,0,no_language,,正常,正常,1
2016-03-24,dlgkn.com.cn,0,0,no_language,,正常,正常,2
2016-03-24,dlftsp.cn,1,1,chinese,,正常,正常,1
2016-03-24,dggaoxiong.com,0,0,no_language,,正常,正常,1
2016-03-24,dlwssw.com,0,0,no_language,,正常,正常,1
2016-03-24,dlanhua.com,0,0,no_language,,正常,正常,1
2016-03-24,dgnengwang.com,1,1,chinese,,正常,正常,1
